Date,Open,High,Low,Close,Adj Close,Volume
2016-02-22,147500.0,148500.0,146000.0,147500.0,113558.3828125,273335
2016-02-23,148000.0,149000.0,146500.0,149000.0,114713.203125,250401
2016-02-24,147500.0,150000.0,146500.0,149000.0,114713.203125,191286
2016-02-25,149500.0,153000.0,145500.0,147000.0,113173.4296875,490265
2016-02-26,148000.0,148000.0,144500.0,147000.0,113173.4296875,351408
2016-02-29,145500.0,149000.0,144500.0,147500.0,113558.3828125,570117
2016-03-02,150000.0,150000.0,148000.0,150000.0,115483.1015625,539821
2016-03-03,151500.0,151500.0,146000.0,147500.0,113558.3828125,627810
2016-03-04,146000.0,147500.0,143500.0,147500.0,113558.3828125,696287
2016-03-07,147500.0,147500.0,145500.0,146500.0,112788.4921875,317439
2016-03-08,145000.0,149500.0,145000.0,148000.0,113943.3203125,366489
2016-03-09,147000.0,149500.0,146500.0,149500.0,115098.1640625,452965
2016-03-10,149000.0,150000.0,148000.0,148000.0,113943.3203125,690061
2016-03-11,147500.0,150000.0,147500.0,149000.0,114713.203125,408175
2016-03-14,150000.0,150500.0,147000.0,148500.0,114328.2421875,362075
2016-03-15,148500.0,149000.0,146000.0,147000.0,113173.4296875,309077
2016-03-16,147000.0,148000.0,145500.0,146500.0,112788.4921875,206136
2016-03-17,148000.0,148500.0,146000.0,146500.0,112788.4921875,492380
2016-03-18,148000.0,150500.0,147500.0,150500.0,115868.0234375,769047
2016-03-21,151000.0,155000.0,149500.0,154500.0,118947.578125,803657
2016-03-22,155500.0,159000.0,155000.0,159000.0,122412.0703125,872121
2016-03-23,159500.0,159500.0,157000.0,158000.0,121642.1875,454762
2016-03-24,156500.0,157000.0,154500.0,155500.0,119717.46875,288522
2016-03-25,154500.0,155500.0,152000.0,153000.0,117792.7578125,279961
2016-03-28,153000.0,156500.0,152000.0,154000.0,118562.640625,186865
2016-03-29,155000.0,156000.0,153500.0,155000.0,119332.5234375,229075
2016-03-30,156000.0,159000.0,155000.0,155500.0,119717.46875,373060
2016-03-31,156000.0,156000.0,151500.0,152500.0,117407.796875,575626
2016-04-01,152500.0,152500.0,147500.0,149500.0,115098.1640625,604435
2016-04-04,148500.0,149500.0,143500.0,144000.0,110863.765625,767267
2016-04-05,144000.0,145000.0,143500.0,144500.0,111248.7265625,292339
2016-04-06,144000.0,146000.0,144000.0,144000.0,110863.765625,379789
2016-04-07,143500.0,146500.0,143500.0,146500.0,112788.4921875,366852
2016-04-08,146000.0,146500.0,144000.0,146000.0,112403.53125,339546
2016-04-11,147500.0,147500.0,145000.0,146000.0,112403.53125,197423
2016-04-12,146000.0,150000.0,145000.0,148500.0,114328.2421875,361212
2016-04-14,150000.0,152000.0,149500.0,152000.0,117022.859375,496852
2016-04-15,150500.0,152000.0,149000.0,151500.0,116637.9453125,297722
2016-04-18,150000.0,155000.0,150000.0,154000.0,118562.640625,406339
2016-04-19,155000.0,155000.0,152000.0,153000.0,117792.7578125,310407
2016-04-20,153500.0,155000.0,151000.0,151500.0,116637.9453125,270230
2016-04-21,152000.0,154500.0,152000.0,154000.0,118562.640625,297646
2016-04-22,152000.0,153500.0,150500.0,151000.0,116252.9609375,318972
2016-04-25,151000.0,152000.0,149000.0,149500.0,115098.1640625,273343
2016-04-26,149000.0,154000.0,149000.0,153500.0,118177.6953125,365930
2016-04-27,152000.0,153000.0,148500.0,149000.0,114713.203125,374037
2016-04-28,148500.0,150500.0,147000.0,148000.0,113943.3203125,466520
2016-04-29,146500.0,147500.0,142000.0,143500.0,110478.796875,739237
2016-05-02,142000.0,144000.0,141500.0,142500.0,109708.9375,242036
2016-05-03,143000.0,144000.0,142000.0,142500.0,109708.9375,359029
2016-05-04,141500.0,142000.0,138500.0,139000.0,107014.328125,807340
2016-05-09,138500.0,139000.0,135500.0,135500.0,104319.734375,482711
2016-05-10,136500.0,140500.0,136500.0,139500.0,107399.2890625,346710
2016-05-11,140500.0,142000.0,138500.0,139000.0,107014.328125,284228
2016-05-12,138000.0,138500.0,136500.0,136500.0,105089.6171875,421047
2016-05-13,136000.0,137500.0,135000.0,135000.0,103934.7734375,529746
2016-05-16,136500.0,137500.0,135000.0,135500.0,104319.734375,397771
2016-05-17,135500.0,136500.0,134500.0,134500.0,103549.828125,314839
2016-05-18,135000.0,135500.0,132000.0,133000.0,102395.0,630692
2016-05-19,132500.0,136000.0,132500.0,134500.0,103549.828125,389055
2016-05-20,134000.0,135000.0,131500.0,132000.0,101625.1171875,462176
2016-05-23,133000.0,134500.0,133000.0,133000.0,102395.0,310458
2016-05-24,133000.0,135000.0,132000.0,133500.0,102779.9453125,355717
2016-05-25,134500.0,137000.0,134000.0,135000.0,103934.7734375,500528
2016-05-26,136000.0,137000.0,134500.0,135000.0,103934.7734375,342299
2016-05-27,136000.0,136500.0,135000.0,136000.0,104704.671875,346406
2016-05-30,136000.0,137500.0,135000.0,136500.0,105089.6171875,474129
2016-05-31,136500.0,139500.0,135000.0,139500.0,107399.2890625,1734508
2016-06-01,137500.0,138500.0,136500.0,138000.0,106244.4453125,507997
2016-06-02,138500.0,139000.0,136500.0,138000.0,106244.4453125,419054
2016-06-03,138000.0,139500.0,137500.0,138500.0,106629.3828125,352778
2016-06-07,138500.0,139500.0,137500.0,139500.0,107399.2890625,608452
2016-06-08,138500.0,141500.0,138500.0,139500.0,107399.2890625,598656
2016-06-09,139500.0,140500.0,137500.0,139000.0,107014.328125,578177
2016-06-10,138500.0,140000.0,138000.0,139000.0,107014.328125,350588
2016-06-13,138000.0,138500.0,135500.0,135500.0,104319.734375,476958
2016-06-14,135500.0,138500.0,135000.0,138500.0,106629.3828125,431039
2016-06-15,138000.0,139500.0,135000.0,135500.0,104319.734375,409607
2016-06-16,135500.0,136000.0,133500.0,134500.0,103549.828125,399199
2016-06-17,136000.0,136500.0,133500.0,134500.0,103549.828125,328695
2016-06-20,136000.0,138500.0,135500.0,136500.0,105089.6171875,305307
2016-06-21,136500.0,139000.0,135500.0,138000.0,106244.4453125,353879
2016-06-22,138500.0,141500.0,138500.0,140000.0,107784.21875,413267
2016-06-23,140500.0,141500.0,140000.0,141000.0,108554.09375,273960
2016-06-24,140500.0,142000.0,134500.0,139500.0,107399.2890625,901574
2016-06-27,141000.0,144000.0,139500.0,141500.0,108939.0390625,1031506
2016-06-28,141500.0,142000.0,138500.0,139000.0,107014.328125,570526
2016-06-29,140000.0,140000.0,137500.0,139000.0,107789.796875,436045
2016-06-30,138000.0,138500.0,135500.0,135500.0,105075.671875,2700499
2016-07-01,136500.0,138000.0,136000.0,137000.0,106238.859375,388387
2016-07-04,138000.0,139500.0,137000.0,137000.0,106238.859375,518981
2016-07-05,136500.0,137000.0,134500.0,135000.0,104687.9296875,389267
2016-07-06,134000.0,134500.0,129000.0,130000.0,100810.6015625,1098353
2016-07-07,131500.0,132500.0,130500.0,131000.0,101586.0703125,351312
2016-07-08,131000.0,133000.0,129000.0,130500.0,101198.3203125,472095
2016-07-11,130500.0,132000.0,130500.0,131000.0,101586.0703125,395952
2016-07-12,131500.0,133000.0,131000.0,132000.0,102361.5234375,401323
2016-07-13,133000.0,135500.0,132500.0,135500.0,105075.671875,567236
2016-07-14,134000.0,134500.0,131000.0,131500.0,101973.8046875,688220
2016-07-15,132000.0,134000.0,132000.0,133000.0,103136.9921875,608594
2016-07-18,133000.0,134000.0,131000.0,132000.0,102361.5234375,417748
2016-07-19,131500.0,132000.0,130000.0,130000.0,100810.6015625,630163
2016-07-20,129500.0,131000.0,129000.0,129500.0,100422.8671875,513880
2016-07-21,130000.0,131000.0,128500.0,130000.0,100810.6015625,459440
2016-07-22,130000.0,130500.0,129000.0,129000.0,100035.1328125,364418
2016-07-25,129500.0,136000.0,129500.0,135500.0,105075.671875,1182857
2016-07-26,135000.0,139500.0,134000.0,136000.0,105463.3984375,1125762
2016-07-27,137000.0,137500.0,135000.0,137000.0,106238.859375,450182
2016-07-28,137500.0,138000.0,135000.0,136000.0,105463.3984375,451570
2016-07-29,135000.0,136000.0,132000.0,132000.0,102361.5234375,698032
2016-08-01,132500.0,136000.0,132500.0,135500.0,105075.671875,510753
2016-08-02,135500.0,135500.0,133000.0,134000.0,103912.4609375,383193
2016-08-03,133000.0,134000.0,130500.0,132000.0,102361.5234375,393748
2016-08-04,132500.0,133000.0,129500.0,130500.0,101198.3203125,552854
2016-08-05,130500.0,133000.0,130500.0,133000.0,103136.9921875,432472
2016-08-08,134000.0,134000.0,132000.0,133000.0,103136.9921875,367241
2016-08-09,135000.0,137000.0,134500.0,136500.0,105851.140625,590729
2016-08-10,135500.0,137000.0,134000.0,134000.0,103912.4609375,495316
2016-08-11,134000.0,135000.0,133500.0,134500.0,104300.1953125,340296
2016-08-12,135000.0,136000.0,134500.0,136000.0,105463.3984375,441448
2016-08-16,136000.0,137000.0,133000.0,133000.0,103136.9921875,564040
2016-08-17,133500.0,135000.0,133000.0,135000.0,104687.9296875,456621
2016-08-18,134500.0,135000.0,132000.0,132500.0,102749.25,501557
2016-08-19,133000.0,134000.0,132000.0,132500.0,102749.25,375138
2016-08-22,132500.0,133000.0,131000.0,132000.0,102361.5234375,400250
2016-08-23,133000.0,134500.0,132000.0,132500.0,102749.25,421660
2016-08-24,132000.0,135500.0,131500.0,135500.0,105075.671875,725511
2016-08-25,136000.0,138000.0,134000.0,136500.0,105851.140625,880226
2016-08-26,136500.0,137000.0,135000.0,135500.0,105075.671875,426273
2016-08-29,134000.0,134500.0,133000.0,134000.0,103912.4609375,328229
2016-08-30,133500.0,135000.0,132500.0,132500.0,102749.25,331306
2016-08-31,132000.0,133500.0,131000.0,133000.0,103136.9921875,621524
2016-09-01,133000.0,133500.0,131500.0,131500.0,101973.8046875,572941
2016-09-02,132500.0,136500.0,132000.0,135000.0,104687.9296875,1129376
2016-09-05,136000.0,139000.0,136000.0,139000.0,107789.796875,681920
2016-09-06,138500.0,140000.0,138000.0,139500.0,108177.53125,455216
2016-09-07,139500.0,140500.0,138000.0,139000.0,107789.796875,515978
2016-09-08,139000.0,140000.0,136500.0,139000.0,107789.796875,604332
2016-09-09,138000.0,140000.0,137500.0,139500.0,108177.53125,430914
2016-09-12,138500.0,139500.0,137500.0,138500.0,107402.0625,447847
2016-09-13,140000.0,140500.0,138000.0,138500.0,107402.0625,560421
2016-09-19,137000.0,139500.0,136000.0,137000.0,106238.859375,536712
2016-09-20,137000.0,139500.0,136500.0,138500.0,107402.0625,517081
2016-09-21,137500.0,138500.0,136500.0,138000.0,107014.3359375,464658
2016-09-22,138000.0,139500.0,137500.0,138000.0,107014.3359375,360424
2016-09-23,139500.0,142000.0,139000.0,142000.0,110116.1953125,595938
2016-09-26,140500.0,141500.0,139000.0,140500.0,108952.9921875,444564
2016-09-27,140000.0,142000.0,138500.0,141500.0,109728.453125,451975
2016-09-28,141000.0,141500.0,138000.0,138500.0,107402.0625,513300
2016-09-29,138500.0,139500.0,138000.0,139500.0,108177.53125,473726
2016-09-30,138500.0,139500.0,135000.0,135500.0,105075.671875,617732
2016-10-04,138500.0,141000.0,137500.0,139000.0,107789.796875,707562
2016-10-05,137500.0,140500.0,136500.0,140000.0,108565.2578125,549606
2016-10-06,139000.0,140000.0,138500.0,139000.0,107789.796875,271808
2016-10-07,138500.0,139000.0,135500.0,136500.0,105851.140625,449894
2016-10-10,134000.0,135000.0,131000.0,133500.0,103524.7265625,687120
2016-10-11,135000.0,135500.0,133500.0,134500.0,104300.1953125,355273
2016-10-12,134500.0,137000.0,133500.0,136500.0,105851.140625,418529
2016-10-13,136500.0,137000.0,133500.0,134000.0,103912.4609375,444173
2016-10-14,133500.0,135000.0,133000.0,133000.0,103136.9921875,385561
2016-10-17,134500.0,136500.0,133000.0,133000.0,103136.9921875,552827
2016-10-18,133500.0,135500.0,132500.0,134500.0,104300.1953125,357363
2016-10-19,134500.0,135500.0,132500.0,133000.0,103136.9921875,474445
2016-10-20,133500.0,134000.0,131500.0,132000.0,102361.5234375,411425
2016-10-21,132500.0,135000.0,132000.0,133500.0,103524.7265625,375157
2016-10-24,134500.0,134500.0,133500.0,134500.0,104300.1953125,256889
2016-10-25,135000.0,139500.0,134500.0,138000.0,107014.3359375,863431
2016-10-26,137500.0,138500.0,135000.0,137500.0,106626.578125,551856
2016-10-27,139000.0,139500.0,135500.0,138000.0,107014.3359375,503571
2016-10-28,138000.0,141500.0,137500.0,140500.0,108952.9921875,708752
2016-10-31,139000.0,141000.0,139000.0,140000.0,108565.2578125,394472
2016-11-01,141000.0,141500.0,140000.0,141500.0,109728.453125,436941
2016-11-02,141000.0,141500.0,139500.0,139500.0,108177.53125,655976
2016-11-03,139500.0,140000.0,136000.0,136500.0,105851.140625,520972
2016-11-04,136500.0,137000.0,135500.0,136000.0,105463.3984375,345493
2016-11-07,137500.0,138000.0,136000.0,137000.0,106238.859375,388228
2016-11-08,137500.0,139500.0,137000.0,138500.0,107402.0625,341446
2016-11-09,138000.0,140000.0,130500.0,134000.0,103912.4609375,1054746
2016-11-10,135000.0,135000.0,129000.0,129000.0,100035.1328125,1253550
2016-11-11,130000.0,132000.0,130000.0,131500.0,101973.8046875,571291
2016-11-14,132000.0,134000.0,131000.0,132000.0,102361.5234375,369913
2016-11-15,131500.0,132000.0,129500.0,130500.0,101198.3203125,416685
2016-11-16,130500.0,133500.0,130000.0,131000.0,101586.0703125,379475
2016-11-17,131000.0,133000.0,131000.0,132000.0,102361.5234375,217101
2016-11-18,131500.0,132000.0,129500.0,129500.0,100422.8671875,282286
2016-11-21,130000.0,133500.0,129500.0,133500.0,103524.7265625,392922
2016-11-22,133500.0,134500.0,132500.0,133500.0,103524.7265625,366844
2016-11-23,134500.0,135000.0,132500.0,134000.0,103912.4609375,292727
2016-11-24,133500.0,136000.0,133000.0,135000.0,104687.9296875,340767
2016-11-25,135500.0,136000.0,134500.0,136000.0,105463.3984375,180033
2016-11-28,135000.0,136000.0,133500.0,135000.0,104687.9296875,256341
2016-11-29,133000.0,135500.0,133000.0,134500.0,104300.1953125,312216
2016-11-30,133500.0,134500.0,132500.0,133000.0,103136.9921875,1188767
2016-12-01,133000.0,135500.0,132000.0,132000.0,102361.5234375,478362
2016-12-02,134000.0,136000.0,133000.0,133500.0,103524.7265625,403575
2016-12-05,134500.0,135500.0,133000.0,134000.0,103912.4609375,244209
2016-12-06,135500.0,137000.0,135000.0,136500.0,105851.140625,374760
2016-12-07,138000.0,138000.0,136500.0,136500.0,105851.140625,279131
2016-12-08,138500.0,142000.0,138000.0,142000.0,110116.1953125,889649
2016-12-09,142000.0,145000.0,141000.0,144000.0,111667.125,647418
2016-12-12,146000.0,148000.0,143500.0,144500.0,112054.8671875,378077
2016-12-13,144500.0,145000.0,142500.0,145000.0,112442.59375,283933
2016-12-14,144500.0,145000.0,142000.0,143500.0,111279.3828125,261384
2016-12-15,142000.0,143000.0,141000.0,142000.0,110116.1953125,285737
2016-12-16,141000.0,142000.0,139000.0,139500.0,108177.53125,523767
2016-12-19,140000.0,142500.0,139500.0,142000.0,110116.1953125,293868
2016-12-20,141500.0,144000.0,141500.0,143500.0,111279.3828125,399511
2016-12-21,144500.0,144500.0,142500.0,143500.0,111279.3828125,310188
2016-12-22,143000.0,143000.0,141000.0,142000.0,110116.1953125,334338
2016-12-23,143000.0,144000.0,142000.0,144000.0,111667.125,357914
2016-12-26,143500.0,145000.0,143500.0,144500.0,112054.8671875,206099
2016-12-27,144500.0,145000.0,144000.0,144500.0,112054.8671875,337224
2016-12-28,142500.0,144000.0,141500.0,143500.0,113638.6484375,377265
2016-12-29,142500.0,146000.0,142000.0,146000.0,115618.421875,381283
2017-01-02,146000.0,150500.0,145500.0,150000.0,118786.078125,545854
2017-01-03,151000.0,154000.0,150000.0,153000.0,121161.7890625,723246
2017-01-04,152500.0,155000.0,152000.0,154000.0,121953.6953125,601826
2017-01-05,154000.0,154500.0,152000.0,153500.0,121557.7421875,391604
2017-01-06,152000.0,153000.0,149500.0,151000.0,119577.953125,366091
2017-01-09,151000.0,151500.0,149500.0,150500.0,119182.015625,325146
2017-01-10,150500.0,153000.0,150500.0,152000.0,120369.8828125,411333
2017-01-11,150500.0,150500.0,147500.0,148500.0,117598.1953125,675973
2017-01-12,148000.0,151000.0,147500.0,148000.0,117202.265625,433867
2017-01-13,149000.0,150000.0,148500.0,149000.0,117994.1484375,293211
2017-01-16,148500.0,151000.0,148500.0,150500.0,119182.015625,316413
2017-01-17,150000.0,154000.0,149500.0,153500.0,121557.7421875,487662
2017-01-18,153000.0,155500.0,151000.0,154000.0,121953.6953125,395088
2017-01-19,153000.0,153500.0,151000.0,152000.0,120369.8828125,255111
2017-01-20,150500.0,153500.0,150000.0,153000.0,121161.7890625,310228
2017-01-23,151500.0,152000.0,148500.0,149000.0,117994.1484375,424036
2017-01-24,149500.0,149500.0,145500.0,146500.0,116014.3984375,518186
2017-01-25,146500.0,147500.0,141500.0,142000.0,112450.8125,749465
2017-01-26,143500.0,143500.0,139500.0,142500.0,112846.765625,632413
2017-01-31,141500.0,142500.0,139000.0,139500.0,110471.046875,574213
2017-02-01,140000.0,141000.0,139000.0,139500.0,110471.046875,446549
2017-02-02,140000.0,140000.0,135500.0,136000.0,107699.375,610731
2017-02-03,136500.0,139000.0,136000.0,137500.0,108887.2265625,453051
2017-02-06,139000.0,139500.0,136000.0,136500.0,108095.3359375,293891
2017-02-07,138000.0,140000.0,137500.0,139000.0,110075.09375,395508
2017-02-08,138500.0,139500.0,137000.0,139000.0,110075.09375,415346
2017-02-09,139500.0,141000.0,137500.0,140000.0,110866.9921875,513611
2017-02-10,141000.0,141500.0,139000.0,141000.0,111658.890625,330000
2017-02-13,141500.0,141500.0,139000.0,139500.0,110471.046875,320997
2017-02-14,140000.0,140500.0,139500.0,140000.0,110866.9921875,295126
2017-02-15,141500.0,146500.0,141500.0,145500.0,115222.4609375,682399
2017-02-16,146500.0,151500.0,146500.0,150500.0,119182.015625,991329
2017-02-17,149500.0,151000.0,148000.0,150500.0,119182.015625,484244
2017-02-20,149500.0,151000.0,149500.0,150000.0,118786.078125,239916
2017-02-21,150000.0,151500.0,149000.0,151000.0,119577.953125,324845
2017-02-22,150000.0,151000.0,147000.0,149500.0,118390.1328125,423978
2017-02-23,150500.0,150500.0,145000.0,146000.0,115618.421875,790326
2017-02-24,147000.0,148500.0,146500.0,148000.0,117202.265625,248236
2017-02-27,148500.0,149000.0,146500.0,148500.0,117598.1953125,183801
2017-02-28,148500.0,150000.0,146500.0,149500.0,118390.1328125,476960
2017-03-02,149000.0,150500.0,148500.0,148500.0,117598.1953125,660227
2017-03-03,147000.0,148000.0,141000.0,142000.0,112450.8125,774281
2017-03-06,141500.0,145000.0,140000.0,145000.0,114826.515625,568168
2017-03-07,143000.0,146000.0,143000.0,144000.0,114034.625,361237
2017-03-08,144000.0,144500.0,141500.0,144500.0,114430.59375,430524
2017-03-09,144500.0,145500.0,143500.0,145000.0,114826.515625,516356
2017-03-10,145000.0,146500.0,143500.0,146000.0,115618.421875,418788
2017-03-13,145500.0,147000.0,145000.0,146000.0,115618.421875,346033
2017-03-14,147000.0,149500.0,146500.0,149000.0,117994.1484375,402984
2017-03-15,148500.0,149500.0,147500.0,149500.0,118390.1328125,415972
2017-03-16,151500.0,152500.0,149000.0,151500.0,119973.9453125,511511
2017-03-17,152500.0,152500.0,150000.0,151500.0,119973.9453125,384871
2017-03-20,152500.0,157000.0,151500.0,156500.0,123933.4765625,753898
2017-03-21,158000.0,171000.0,157500.0,170000.0,134624.203125,2100147
2017-03-22,167500.0,170500.0,165500.0,170000.0,134624.203125,1095061
2017-03-23,168500.0,169000.0,165000.0,165000.0,130664.6875,786599
2017-03-24,164000.0,167000.0,162000.0,164000.0,129872.765625,619369
2017-03-27,162000.0,163000.0,159000.0,162000.0,128288.9609375,556569
2017-03-28,162000.0,163000.0,158500.0,160000.0,126705.125,528384
2017-03-29,159500.0,160500.0,155500.0,156000.0,123537.5078125,594310
2017-03-30,156500.0,160000.0,156500.0,158500.0,125517.296875,541928
2017-03-31,159500.0,160500.0,156000.0,157500.0,124725.3515625,518427
2017-04-03,156500.0,157000.0,153000.0,156500.0,123933.4765625,568863
2017-04-04,154000.0,155000.0,150000.0,152000.0,120369.8828125,693275
2017-04-05,152500.0,152500.0,147000.0,150000.0,118786.078125,738030
2017-04-06,149500.0,150000.0,147500.0,148000.0,117202.265625,543682
2017-04-07,148000.0,149500.0,144000.0,144500.0,114430.59375,814773
2017-04-10,145000.0,147500.0,144500.0,146000.0,115618.421875,372373
2017-04-11,145000.0,145000.0,142500.0,142500.0,112846.765625,460813
2017-04-12,143000.0,144500.0,141500.0,141500.0,112054.8515625,467523
2017-04-13,143000.0,144500.0,141000.0,142500.0,112846.765625,537212
2017-04-14,141500.0,143000.0,141000.0,142500.0,112846.765625,235481
2017-04-17,142500.0,144000.0,141000.0,144000.0,114034.625,354807
2017-04-18,144500.0,144500.0,141000.0,141000.0,111658.890625,512212
2017-04-19,140000.0,140500.0,136500.0,137000.0,108491.2734375,1028582
2017-04-20,137000.0,142000.0,137000.0,141500.0,112054.8515625,837678
2017-04-21,142000.0,143000.0,141000.0,141500.0,112054.8515625,520179
2017-04-24,141000.0,141500.0,139500.0,141500.0,112054.8515625,474698
2017-04-25,142500.0,146500.0,142000.0,144500.0,114430.59375,670239
2017-04-26,145000.0,152000.0,144500.0,151000.0,119577.953125,1288277
2017-04-27,150000.0,151000.0,146500.0,147000.0,116410.34375,747891
2017-04-28,144000.0,146000.0,142500.0,144000.0,114034.625,686242
2017-05-02,143000.0,152000.0,143000.0,151000.0,119577.953125,883476
2017-05-04,150500.0,153000.0,149500.0,152000.0,120369.8828125,559335
2017-05-08,152000.0,158000.0,150500.0,158000.0,125121.3046875,754482
2017-05-10,157000.0,160500.0,155500.0,156500.0,123933.4765625,902973
2017-05-11,159000.0,159000.0,156500.0,157500.0,124725.3515625,683676
2017-05-12,156000.0,157000.0,153500.0,155000.0,122745.6015625,546718
2017-05-15,153000.0,156000.0,152000.0,154000.0,121953.6953125,320821
2017-05-16,155000.0,158000.0,154500.0,157500.0,124725.3515625,479777
2017-05-17,156000.0,159000.0,155000.0,158500.0,125517.296875,344159
2017-05-18,158000.0,166500.0,157500.0,165000.0,130664.6875,1274106
2017-05-19,167000.0,171000.0,160000.0,170000.0,134624.203125,1889722
2017-05-22,169000.0,171000.0,167000.0,170000.0,134624.203125,679426
2017-05-23,170000.0,173000.0,169000.0,170000.0,134624.203125,649405
2017-05-24,168500.0,170000.0,163500.0,164000.0,129872.765625,876331
2017-05-25,164500.0,167000.0,163500.0,165000.0,130664.6875,627476
2017-05-26,165500.0,166500.0,163000.0,163500.0,129476.796875,487868
2017-05-29,163000.0,165000.0,161500.0,162000.0,128288.9609375,405130
2017-05-30,162500.0,165500.0,161000.0,164000.0,129872.765625,393584
2017-05-31,162500.0,166000.0,162500.0,163000.0,129080.859375,568084
2017-06-01,162500.0,166500.0,162500.0,165500.0,131060.640625,439229
2017-06-02,164500.0,165000.0,160500.0,163000.0,129080.859375,571120
2017-06-05,163500.0,165500.0,161000.0,161500.0,127893.0,371037
2017-06-07,160000.0,160000.0,157000.0,159000.0,125913.25,746365
2017-06-08,159000.0,161000.0,158500.0,160000.0,126705.125,548233
2017-06-09,160000.0,161000.0,158500.0,160000.0,126705.125,343795
2017-06-12,158000.0,163500.0,158000.0,162500.0,128684.8984375,390351
2017-06-13,163000.0,167000.0,162000.0,164500.0,130268.7109375,548527
2017-06-14,165000.0,170000.0,164500.0,169000.0,133832.296875,638693
2017-06-15,168000.0,169000.0,162000.0,163000.0,129080.859375,668866
2017-06-16,163500.0,165000.0,162500.0,165000.0,130664.6875,310581
2017-06-19,164500.0,168000.0,163500.0,167000.0,132248.46875,335858
2017-06-20,166000.0,169000.0,165000.0,166500.0,131852.53125,373530
2017-06-21,166000.0,166000.0,160000.0,160500.0,127101.1171875,557266
2017-06-22,162000.0,162000.0,160000.0,161500.0,127893.0,401279
2017-06-23,162000.0,166000.0,162000.0,164000.0,129872.765625,292130
2017-06-26,163000.0,165000.0,162000.0,164000.0,129872.765625,211301
2017-06-27,163000.0,163500.0,160000.0,160500.0,127101.1171875,449056
2017-06-28,160000.0,162500.0,159500.0,160000.0,126705.125,347569
2017-06-29,159500.0,162500.0,159000.0,161000.0,128298.90625,400255
2017-06-30,159500.0,162000.0,158000.0,159500.0,127103.578125,337644
2017-07-03,158500.0,164000.0,158000.0,163500.0,130291.125,392228
2017-07-04,162500.0,162500.0,157500.0,158500.0,126306.703125,448579
2017-07-05,158000.0,159000.0,155000.0,156000.0,124314.4765625,533353
2017-07-06,156500.0,157000.0,155000.0,155500.0,123916.03125,380091
2017-07-07,153500.0,154500.0,150500.0,151500.0,120728.5,857341
2017-07-10,151000.0,151500.0,147500.0,148000.0,117939.3828125,805494
2017-07-11,148500.0,150000.0,146500.0,148000.0,117939.3828125,592204
2017-07-12,149000.0,151000.0,148000.0,149000.0,118736.265625,592811
2017-07-13,150000.0,151500.0,148000.0,149000.0,118736.265625,609170
2017-07-14,150000.0,154500.0,149500.0,154000.0,122720.703125,776297
2017-07-17,153500.0,154000.0,149500.0,150500.0,119931.5859375,503286
2017-07-18,151000.0,151500.0,147000.0,148000.0,117939.3828125,531137
2017-07-19,148500.0,149500.0,147000.0,148500.0,118337.8046875,480211
2017-07-20,149000.0,149000.0,145000.0,148000.0,117939.3828125,482332
